latitude,longitude
-23.323886954954926,-44.65508636576581
-23.323886954954926,-44.646077356756805
-23.323886954954926,-44.6370683477478
-23.323886954954926,-44.628059338738794
-23.323886954954926,-44.61905032972979
-23.323886954954926,-44.61004132072078
-23.323886954954926,-44.601032311711776
-23.323886954954926,-44.59202330270277
-23.323886954954926,-44.583014293693765
-23.323886954954926,-44.57400528468476
-23.314877945945916,-44.77220348288289
-23.314877945945916,-44.76319447387388
-23.314877945945916,-44.754185464864875
-23.314877945945916,-44.74517645585587
-23.314877945945916,-44.73616744684686
-23.314877945945916,-44.72715843783786
-23.314877945945916,-44.71814942882885
-23.314877945945916,-44.709140419819846
-23.314877945945916,-44.70013141081084
-23.314877945945916,-44.691122401801834
-23.314877945945916,-44.68211339279283
-23.314877945945916,-44.67310438378382
-23.314877945945916,-44.66409537477482
-23.314877945945916,-44.65508636576581
-23.314877945945916,-44.646077356756805
-23.314877945945916,-44.6370683477478
-23.314877945945916,-44.628059338738794
-23.314877945945916,-44.61905032972979
-23.314877945945916,-44.61004132072078
-23.314877945945916,-44.601032311711776
-23.314877945945916,-44.59202330270277
-23.314877945945916,-44.583014293693765
-23.314877945945916,-44.57400528468476
-23.314877945945916,-44.56499627567575
-23.305868936936907,-44.78121249189189
-23.305868936936907,-44.77220348288289
-23.305868936936907,-44.76319447387388
-23.305868936936907,-44.754185464864875
-23.305868936936907,-44.74517645585587
-23.305868936936907,-44.73616744684686
-23.305868936936907,-44.72715843783786
-23.305868936936907,-44.71814942882885
-23.305868936936907,-44.709140419819846
-23.305868936936907,-44.70013141081084
-23.305868936936907,-44.691122401801834
-23.305868936936907,-44.68211339279283
-23.305868936936907,-44.67310438378382
-23.305868936936907,-44.66409537477482
-23.305868936936907,-44.65508636576581
-23.305868936936907,-44.646077356756805
-23.305868936936907,-44.6370683477478
-23.305868936936907,-44.628059338738794
-23.305868936936907,-44.61905032972979
-23.305868936936907,-44.61004132072078
-23.305868936936907,-44.601032311711776
-23.305868936936907,-44.59202330270277
-23.305868936936907,-44.583014293693765
-23.305868936936907,-44.57400528468476
-23.305868936936907,-44.56499627567575
-23.296859927927898,-44.7902215009009
-23.296859927927898,-44.78121249189189
-23.296859927927898,-44.77220348288289
-23.296859927927898,-44.76319447387388
-23.296859927927898,-44.754185464864875
-23.296859927927898,-44.74517645585587
-23.296859927927898,-44.73616744684686
-23.296859927927898,-44.72715843783786
-23.296859927927898,-44.71814942882885
-23.296859927927898,-44.709140419819846
-23.296859927927898,-44.70013141081084
-23.296859927927898,-44.691122401801834
-23.296859927927898,-44.68211339279283
-23.296859927927898,-44.67310438378382
-23.296859927927898,-44.66409537477482
-23.296859927927898,-44.65508636576581
-23.296859927927898,-44.6370683477478
-23.296859927927898,-44.628059338738794
-23.296859927927898,-44.61905032972979
-23.296859927927898,-44.61004132072078
-23.296859927927898,-44.601032311711776
-23.296859927927898,-44.59202330270277
-23.296859927927898,-44.583014293693765
-23.296859927927898,-44.57400528468476
-23.296859927927898,-44.56499627567575
-23.296859927927898,-44.55598726666675
-23.296859927927898,-44.54697825765774
-23.28785091891889,-44.82625753693692
-23.28785091891889,-44.817248527927916
-23.28785091891889,-44.799230509909904
-23.28785091891889,-44.7902215009009
-23.28785091891889,-44.78121249189189
-23.28785091891889,-44.77220348288289
-23.28785091891889,-44.76319447387388
-23.28785091891889,-44.754185464864875
-23.28785091891889,-44.74517645585587
-23.28785091891889,-44.73616744684686
-23.28785091891889,-44.72715843783786
-23.28785091891889,-44.71814942882885
-23.28785091891889,-44.709140419819846
-23.28785091891889,-44.70013141081084
-23.28785091891889,-44.691122401801834
-23.28785091891889,-44.68211339279283
-23.28785091891889,-44.67310438378382
-23.28785091891889,-44.66409537477482
-23.28785091891889,-44.65508636576581
-23.28785091891889,-44.628059338738794
-23.28785091891889,-44.61905032972979
-23.28785091891889,-44.61004132072078
-23.28785091891889,-44.601032311711776
-23.28785091891889,-44.59202330270277
-23.28785091891889,-44.583014293693765
-23.28785091891889,-44.57400528468476
-23.28785091891889,-44.56499627567575
-23.28785091891889,-44.55598726666675
-23.28785091891889,-44.54697825765774
-23.28785091891889,-44.537969248648736
-23.28785091891889,-44.519951230630724
-23.27884190990988,-44.817248527927916
-23.27884190990988,-44.80823951891891
-23.27884190990988,-44.799230509909904
-23.27884190990988,-44.7902215009009
-23.27884190990988,-44.78121249189189
-23.27884190990988,-44.77220348288289
-23.27884190990988,-44.76319447387388
-23.27884190990988,-44.754185464864875
-23.27884190990988,-44.74517645585587
-23.27884190990988,-44.73616744684686
-23.27884190990988,-44.72715843783786
-23.27884190990988,-44.71814942882885
-23.27884190990988,-44.709140419819846
-23.27884190990988,-44.70013141081084
-23.27884190990988,-44.691122401801834
-23.27884190990988,-44.68211339279283
-23.27884190990988,-44.67310438378382
-23.27884190990988,-44.66409537477482
-23.27884190990988,-44.65508636576581
-23.27884190990988,-44.646077356756805
-23.27884190990988,-44.628059338738794
-23.27884190990988,-44.61905032972979
-23.27884190990988,-44.61004132072078
-23.27884190990988,-44.601032311711776
-23.27884190990988,-44.59202330270277
-23.27884190990988,-44.583014293693765
-23.27884190990988,-44.57400528468476
-23.27884190990988,-44.56499627567575
-23.27884190990988,-44.55598726666675
-23.27884190990988,-44.54697825765774
-23.27884190990988,-44.537969248648736
-23.27884190990988,-44.52896023963973
-23.26983290090087,-44.82625753693692
-23.26983290090087,-44.817248527927916
-23.26983290090087,-44.80823951891891
-23.26983290090087,-44.799230509909904
-23.26983290090087,-44.7902215009009
-23.26983290090087,-44.78121249189189
-23.26983290090087,-44.77220348288289
-23.26983290090087,-44.76319447387388
-23.26983290090087,-44.754185464864875
-23.26983290090087,-44.74517645585587
-23.26983290090087,-44.73616744684686
-23.26983290090087,-44.72715843783786
-23.26983290090087,-44.71814942882885
-23.26983290090087,-44.709140419819846
-23.26983290090087,-44.70013141081084
-23.26983290090087,-44.691122401801834
-23.26983290090087,-44.68211339279283
-23.26983290090087,-44.67310438378382
-23.26983290090087,-44.66409537477482
-23.26983290090087,-44.65508636576581
-23.26983290090087,-44.646077356756805
-23.26983290090087,-44.61905032972979
-23.26983290090087,-44.61004132072078
-23.26983290090087,-44.601032311711776
-23.26983290090087,-44.59202330270277
-23.26983290090087,-44.583014293693765
-23.26983290090087,-44.537969248648736
-23.26082389189186,-44.83526654594593
-23.26082389189186,-44.82625753693692
-23.26082389189186,-44.817248527927916
-23.26082389189186,-44.80823951891891
-23.26082389189186,-44.799230509909904
-23.26082389189186,-44.7902215009009
-23.26082389189186,-44.78121249189189
-23.26082389189186,-44.77220348288289
-23.26082389189186,-44.76319447387388
-23.26082389189186,-44.754185464864875
-23.26082389189186,-44.74517645585587
-23.26082389189186,-44.73616744684686
-23.26082389189186,-44.72715843783786
-23.26082389189186,-44.71814942882885
-23.26082389189186,-44.709140419819846
-23.26082389189186,-44.70013141081084
-23.26082389189186,-44.691122401801834
-23.26082389189186,-44.68211339279283
-23.26082389189186,-44.67310438378382
-23.26082389189186,-44.66409537477482
-23.26082389189186,-44.65508636576581
-23.26082389189186,-44.646077356756805
-23.26082389189186,-44.6370683477478
-23.26082389189186,-44.61905032972979
-23.26082389189186,-44.61004132072078
-23.26082389189186,-44.601032311711776
-23.26082389189186,-44.59202330270277
-23.26082389189186,-44.583014293693765
-23.25181488288285,-44.84427555495493
-23.25181488288285,-44.83526654594593
-23.25181488288285,-44.82625753693692
-23.25181488288285,-44.817248527927916
-23.25181488288285,-44.80823951891891
-23.25181488288285,-44.799230509909904
-23.25181488288285,-44.7902215009009
-23.25181488288285,-44.78121249189189
-23.25181488288285,-44.77220348288289
-23.25181488288285,-44.76319447387388
-23.25181488288285,-44.754185464864875
-23.25181488288285,-44.74517645585587
-23.25181488288285,-44.73616744684686
-23.25181488288285,-44.72715843783786
-23.25181488288285,-44.71814942882885
-23.25181488288285,-44.709140419819846
-23.25181488288285,-44.70013141081084
-23.25181488288285,-44.691122401801834
-23.25181488288285,-44.67310438378382
-23.25181488288285,-44.66409537477482
-23.25181488288285,-44.65508636576581
-23.25181488288285,-44.646077356756805
-23.25181488288285,-44.6370683477478
-23.25181488288285,-44.61004132072078
-23.25181488288285,-44.601032311711776
-23.25181488288285,-44.59202330270277
-23.25181488288285,-44.583014293693765
-23.24280587387384,-44.87130258198195
-23.24280587387384,-44.862293572972945
-23.24280587387384,-44.85328456396394
-23.24280587387384,-44.84427555495493
-23.24280587387384,-44.83526654594593
-23.24280587387384,-44.82625753693692
-23.24280587387384,-44.817248527927916
-23.24280587387384,-44.80823951891891
-23.24280587387384,-44.799230509909904
-23.24280587387384,-44.7902215009009
-23.24280587387384,-44.78121249189189
-23.24280587387384,-44.77220348288289
-23.24280587387384,-44.76319447387388
-23.24280587387384,-44.754185464864875
-23.24280587387384,-44.74517645585587
-23.24280587387384,-44.73616744684686
-23.24280587387384,-44.72715843783786
-23.24280587387384,-44.71814942882885
-23.24280587387384,-44.709140419819846
-23.24280587387384,-44.70013141081084
-23.24280587387384,-44.691122401801834
-23.24280587387384,-44.65508636576581
-23.24280587387384,-44.646077356756805
-23.24280587387384,-44.6370683477478
-23.24280587387384,-44.628059338738794
-23.24280587387384,-44.59202330270277
-23.24280587387384,-44.583014293693765
-23.233796864864832,-44.88031159099096
-23.233796864864832,-44.87130258198195
-23.233796864864832,-44.862293572972945
-23.233796864864832,-44.85328456396394
-23.233796864864832,-44.84427555495493
-23.233796864864832,-44.83526654594593
-23.233796864864832,-44.82625753693692
-23.233796864864832,-44.817248527927916
-23.233796864864832,-44.80823951891891
-23.233796864864832,-44.799230509909904
-23.233796864864832,-44.7902215009009
-23.233796864864832,-44.78121249189189
-23.233796864864832,-44.77220348288289
-23.233796864864832,-44.76319447387388
-23.233796864864832,-44.754185464864875
-23.233796864864832,-44.74517645585587
-23.233796864864832,-44.73616744684686
-23.233796864864832,-44.72715843783786
-23.233796864864832,-44.71814942882885
-23.233796864864832,-44.70013141081084
-23.233796864864832,-44.691122401801834
-23.233796864864832,-44.68211339279283
-23.233796864864832,-44.59202330270277
-23.233796864864832,-44.583014293693765
-23.233796864864832,-44.57400528468476
-23.233796864864832,-44.56499627567575
-23.224787855855823,-44.88031159099096
-23.224787855855823,-44.87130258198195
-23.224787855855823,-44.862293572972945
-23.224787855855823,-44.85328456396394
-23.224787855855823,-44.84427555495493
-23.224787855855823,-44.83526654594593
-23.224787855855823,-44.82625753693692
-23.224787855855823,-44.817248527927916
-23.224787855855823,-44.80823951891891
-23.224787855855823,-44.799230509909904
-23.224787855855823,-44.7902215009009
-23.224787855855823,-44.78121249189189
-23.224787855855823,-44.77220348288289
-23.224787855855823,-44.76319447387388
-23.224787855855823,-44.754185464864875
-23.224787855855823,-44.74517645585587
-23.224787855855823,-44.73616744684686
-23.224787855855823,-44.72715843783786
-23.224787855855823,-44.71814942882885
-23.224787855855823,-44.691122401801834
-23.224787855855823,-44.68211339279283
-23.224787855855823,-44.67310438378382
-23.224787855855823,-44.66409537477482
-23.224787855855823,-44.65508636576581
-23.224787855855823,-44.6370683477478
-23.224787855855823,-44.15959087027049
-23.215778846846813,-44.88031159099096
-23.215778846846813,-44.87130258198195
-23.215778846846813,-44.862293572972945
-23.215778846846813,-44.85328456396394
-23.215778846846813,-44.84427555495493
-23.215778846846813,-44.83526654594593
-23.215778846846813,-44.82625753693692
-23.215778846846813,-44.817248527927916
-23.215778846846813,-44.80823951891891
-23.215778846846813,-44.799230509909904
-23.215778846846813,-44.7902215009009
-23.215778846846813,-44.78121249189189
-23.215778846846813,-44.77220348288289
-23.215778846846813,-44.76319447387388
-23.215778846846813,-44.754185464864875
-23.215778846846813,-44.74517645585587
-23.215778846846813,-44.73616744684686
-23.215778846846813,-44.72715843783786
-23.215778846846813,-44.71814942882885
-23.215778846846813,-44.691122401801834
-23.215778846846813,-44.66409537477482
-23.215778846846813,-44.65508636576581
-23.215778846846813,-44.646077356756805
-23.215778846846813,-44.6370683477478
-23.215778846846813,-44.628059338738794
-23.215778846846813,-44.601032311711776
-23.215778846846813,-44.348780059459614
-23.215778846846813,-44.33977105045061
-23.206769837837804,-44.88031159099096
-23.206769837837804,-44.87130258198195
-23.206769837837804,-44.862293572972945
-23.206769837837804,-44.85328456396394
-23.206769837837804,-44.84427555495493
-23.206769837837804,-44.83526654594593
-23.206769837837804,-44.82625753693692
-23.206769837837804,-44.817248527927916
-23.206769837837804,-44.80823951891891
-23.206769837837804,-44.799230509909904
-23.206769837837804,-44.7902215009009
-23.206769837837804,-44.78121249189189
-23.206769837837804,-44.77220348288289
-23.206769837837804,-44.76319447387388
-23.206769837837804,-44.754185464864875
-23.206769837837804,-44.74517645585587
-23.206769837837804,-44.73616744684686
-23.206769837837804,-44.72715843783786
-23.206769837837804,-44.71814942882885
-23.206769837837804,-44.66409537477482
-23.206769837837804,-44.65508636576581
-23.206769837837804,-44.646077356756805
-23.206769837837804,-44.6370683477478
-23.206769837837804,-44.628059338738794
-23.206769837837804,-44.59202330270277
-23.206769837837804,-44.348780059459614
-23.206769837837804,-44.33977105045061
-23.206769837837804,-44.3307620414416
-23.197760828828795,-44.87130258198195
-23.197760828828795,-44.862293572972945
-23.197760828828795,-44.85328456396394
-23.197760828828795,-44.84427555495493
-23.197760828828795,-44.83526654594593
-23.197760828828795,-44.82625753693692
-23.197760828828795,-44.817248527927916
-23.197760828828795,-44.80823951891891
-23.197760828828795,-44.799230509909904
-23.197760828828795,-44.7902215009009
-23.197760828828795,-44.78121249189189
-23.197760828828795,-44.77220348288289
-23.197760828828795,-44.76319447387388
-23.197760828828795,-44.754185464864875
-23.197760828828795,-44.74517645585587
-23.197760828828795,-44.73616744684686
-23.197760828828795,-44.72715843783786
-23.197760828828795,-44.65508636576581
-23.197760828828795,-44.646077356756805
-23.197760828828795,-44.6370683477478
-23.197760828828795,-44.628059338738794
-23.197760828828795,-44.33977105045061
-23.197760828828795,-44.3307620414416
-23.197760828828795,-44.321753032432596
-23.197760828828795,-44.24968096036055
-23.197760828828795,-44.240671951351544
-23.197760828828795,-44.23166294234254
-23.197760828828795,-44.195626906306515
-23.188751819819785,-44.87130258198195
-23.188751819819785,-44.862293572972945
-23.188751819819785,-44.85328456396394
-23.188751819819785,-44.84427555495493
-23.188751819819785,-44.83526654594593
-23.188751819819785,-44.82625753693692
-23.188751819819785,-44.817248527927916
-23.188751819819785,-44.80823951891891
-23.188751819819785,-44.799230509909904
-23.188751819819785,-44.7902215009009
-23.188751819819785,-44.78121249189189
-23.188751819819785,-44.77220348288289
-23.188751819819785,-44.76319447387388
-23.188751819819785,-44.754185464864875
-23.188751819819785,-44.74517645585587
-23.188751819819785,-44.73616744684686
-23.188751819819785,-44.72715843783786
-23.188751819819785,-44.71814942882885
-23.188751819819785,-44.709140419819846
-23.188751819819785,-44.646077356756805
-23.188751819819785,-44.57400528468476
-23.188751819819785,-44.35778906846862
-23.188751819819785,-44.33977105045061
-23.188751819819785,-44.3307620414416
-23.188751819819785,-44.321753032432596
-23.188751819819785,-44.258689969369556
-23.188751819819785,-44.24968096036055
-23.188751819819785,-44.240671951351544
-23.188751819819785,-44.23166294234254
-23.188751819819785,-44.22265393333353
-23.188751819819785,-44.21364492432453
-23.188751819819785,-44.20463591531552
-23.188751819819785,-44.195626906306515
-23.179742810810776,-44.85328456396394
-23.179742810810776,-44.84427555495493
-23.179742810810776,-44.83526654594593
-23.179742810810776,-44.82625753693692
-23.179742810810776,-44.817248527927916
-23.179742810810776,-44.80823951891891
-23.179742810810776,-44.799230509909904
-23.179742810810776,-44.7902215009009
-23.179742810810776,-44.78121249189189
-23.179742810810776,-44.77220348288289
-23.179742810810776,-44.76319447387388
-23.179742810810776,-44.754185464864875
-23.179742810810776,-44.74517645585587
-23.179742810810776,-44.73616744684686
-23.179742810810776,-44.72715843783786
-23.179742810810776,-44.71814942882885
-23.179742810810776,-44.366798077477625
-23.179742810810776,-44.35778906846862
-23.179742810810776,-44.348780059459614
-23.179742810810776,-44.33977105045061
-23.179742810810776,-44.3307620414416
-23.179742810810776,-44.321753032432596
-23.179742810810776,-44.31274402342359
-23.179742810810776,-44.26769897837856
-23.179742810810776,-44.258689969369556
-23.179742810810776,-44.24968096036055
-23.179742810810776,-44.240671951351544
-23.179742810810776,-44.23166294234254
-23.179742810810776,-44.22265393333353
-23.179742810810776,-44.21364492432453
-23.179742810810776,-44.20463591531552
-23.179742810810776,-44.195626906306515
-23.179742810810776,-44.18661789729751
-23.179742810810776,-44.1685998792795
-23.179742810810776,-44.12355483423447
-23.179742810810776,-44.11454582522546
-23.170733801801767,-44.84427555495493
-23.170733801801767,-44.83526654594593
-23.170733801801767,-44.82625753693692
-23.170733801801767,-44.817248527927916
-23.170733801801767,-44.80823951891891
-23.170733801801767,-44.799230509909904
-23.170733801801767,-44.7902215009009
-23.170733801801767,-44.78121249189189
-23.170733801801767,-44.77220348288289
-23.170733801801767,-44.76319447387388
-23.170733801801767,-44.754185464864875
-23.170733801801767,-44.74517645585587
-23.170733801801767,-44.73616744684686
-23.170733801801767,-44.72715843783786
-23.170733801801767,-44.71814942882885
-23.170733801801767,-44.709140419819846
-23.170733801801767,-44.70013141081084
-23.170733801801767,-44.366798077477625
-23.170733801801767,-44.35778906846862
-23.170733801801767,-44.348780059459614
-23.170733801801767,-44.33977105045061
-23.170733801801767,-44.3307620414416
-23.170733801801767,-44.321753032432596
-23.170733801801767,-44.31274402342359
-23.170733801801767,-44.303735014414585
-23.170733801801767,-44.29472600540558
-23.170733801801767,-44.28571699639657
-23.170733801801767,-44.27670798738757
-23.170733801801767,-44.26769897837856
-23.170733801801767,-44.258689969369556
-23.170733801801767,-44.24968096036055
-23.170733801801767,-44.240671951351544
-23.170733801801767,-44.23166294234254
-23.170733801801767,-44.22265393333353
-23.170733801801767,-44.21364492432453
-23.170733801801767,-44.20463591531552
-23.170733801801767,-44.195626906306515
-23.170733801801767,-44.18661789729751
-23.170733801801767,-44.1776088882885
-23.170733801801767,-44.1685998792795
-23.170733801801767,-44.15959087027049
-23.170733801801767,-44.12355483423447
-23.170733801801767,-44.11454582522546
-23.170733801801767,-44.10553681621646
-23.170733801801767,-44.09652780720745
-23.161724792792757,-44.817248527927916
-23.161724792792757,-44.80823951891891
-23.161724792792757,-44.799230509909904
-23.161724792792757,-44.7902215009009
-23.161724792792757,-44.78121249189189
-23.161724792792757,-44.77220348288289
-23.161724792792757,-44.76319447387388
-23.161724792792757,-44.754185464864875
-23.161724792792757,-44.74517645585587
-23.161724792792757,-44.73616744684686
-23.161724792792757,-44.72715843783786
-23.161724792792757,-44.71814942882885
-23.161724792792757,-44.709140419819846
-23.161724792792757,-44.691122401801834
-23.161724792792757,-44.66409537477482
-23.161724792792757,-44.348780059459614
-23.161724792792757,-44.33977105045061
-23.161724792792757,-44.3307620414416
-23.161724792792757,-44.321753032432596
-23.161724792792757,-44.31274402342359
-23.161724792792757,-44.303735014414585
-23.161724792792757,-44.29472600540558
-23.161724792792757,-44.28571699639657
-23.161724792792757,-44.27670798738757
-23.161724792792757,-44.26769897837856
-23.161724792792757,-44.258689969369556
-23.161724792792757,-44.24968096036055
-23.161724792792757,-44.240671951351544
-23.161724792792757,-44.23166294234254
-23.161724792792757,-44.22265393333353
-23.161724792792757,-44.21364492432453
-23.161724792792757,-44.20463591531552
-23.161724792792757,-44.195626906306515
-23.161724792792757,-44.18661789729751
-23.161724792792757,-44.1776088882885
-23.161724792792757,-44.1685998792795
-23.161724792792757,-44.15959087027049
-23.161724792792757,-44.150581861261486
-23.161724792792757,-44.14157285225248
-23.161724792792757,-44.132563843243474
-23.161724792792757,-44.12355483423447
-23.161724792792757,-44.11454582522546
-23.152715783783748,-44.817248527927916
-23.152715783783748,-44.80823951891891
-23.152715783783748,-44.799230509909904
-23.152715783783748,-44.7902215009009
-23.152715783783748,-44.78121249189189
-23.152715783783748,-44.77220348288289
-23.152715783783748,-44.76319447387388
-23.152715783783748,-44.754185464864875
-23.152715783783748,-44.74517645585587
-23.152715783783748,-44.73616744684686
-23.152715783783748,-44.72715843783786
-23.152715783783748,-44.71814942882885
-23.152715783783748,-44.709140419819846
-23.152715783783748,-44.70013141081084
-23.152715783783748,-44.321753032432596
-23.152715783783748,-44.31274402342359
-23.152715783783748,-44.303735014414585
-23.152715783783748,-44.29472600540558
-23.152715783783748,-44.28571699639657
-23.152715783783748,-44.27670798738757
-23.152715783783748,-44.26769897837856
-23.152715783783748,-44.258689969369556
-23.152715783783748,-44.24968096036055
-23.152715783783748,-44.240671951351544
-23.152715783783748,-44.23166294234254
-23.152715783783748,-44.22265393333353
-23.152715783783748,-44.21364492432453
-23.152715783783748,-44.20463591531552
-23.152715783783748,-44.195626906306515
-23.152715783783748,-44.18661789729751
-23.152715783783748,-44.1776088882885
-23.152715783783748,-44.1685998792795
-23.152715783783748,-44.15959087027049
-23.152715783783748,-44.150581861261486
-23.152715783783748,-44.14157285225248
-23.14370677477474,-44.817248527927916
-23.14370677477474,-44.80823951891891
-23.14370677477474,-44.799230509909904
-23.14370677477474,-44.7902215009009
-23.14370677477474,-44.78121249189189
-23.14370677477474,-44.77220348288289
-23.14370677477474,-44.76319447387388
-23.14370677477474,-44.754185464864875
-23.14370677477474,-44.74517645585587
-23.14370677477474,-44.73616744684686
-23.14370677477474,-44.72715843783786
-23.14370677477474,-44.71814942882885
-23.14370677477474,-44.709140419819846
-23.14370677477474,-44.70013141081084
-23.14370677477474,-44.31274402342359
-23.14370677477474,-44.303735014414585
-23.14370677477474,-44.29472600540558
-23.14370677477474,-44.28571699639657
-23.14370677477474,-44.27670798738757
-23.14370677477474,-44.26769897837856
-23.14370677477474,-44.258689969369556
-23.14370677477474,-44.24968096036055
-23.14370677477474,-44.240671951351544
-23.14370677477474,-44.23166294234254
-23.14370677477474,-44.22265393333353
-23.14370677477474,-44.21364492432453
-23.14370677477474,-44.20463591531552
-23.14370677477474,-44.195626906306515
-23.14370677477474,-44.18661789729751
-23.14370677477474,-44.1776088882885
-23.14370677477474,-44.1685998792795
-23.14370677477474,-44.15959087027049
-23.14370677477474,-44.150581861261486
-23.14370677477474,-44.14157285225248
-23.13469776576573,-44.817248527927916
-23.13469776576573,-44.80823951891891
-23.13469776576573,-44.799230509909904
-23.13469776576573,-44.7902215009009
-23.13469776576573,-44.78121249189189
-23.13469776576573,-44.77220348288289
-23.13469776576573,-44.76319447387388
-23.13469776576573,-44.754185464864875
-23.13469776576573,-44.74517645585587
-23.13469776576573,-44.73616744684686
-23.13469776576573,-44.72715843783786
-23.13469776576573,-44.71814942882885
-23.13469776576573,-44.709140419819846
-23.13469776576573,-44.70013141081084
-23.13469776576573,-44.303735014414585
-23.13469776576573,-44.29472600540558
-23.13469776576573,-44.27670798738757
-23.13469776576573,-44.26769897837856
-23.13469776576573,-44.258689969369556
-23.13469776576573,-44.24968096036055
-23.13469776576573,-44.240671951351544
-23.13469776576573,-44.23166294234254
-23.13469776576573,-44.22265393333353
-23.13469776576573,-44.21364492432453
-23.13469776576573,-44.20463591531552
-23.13469776576573,-44.195626906306515
-23.13469776576573,-44.18661789729751
-23.13469776576573,-44.1776088882885
-23.13469776576573,-44.150581861261486
-23.13469776576573,-44.14157285225248
-23.12568875675672,-44.80823951891891
-23.12568875675672,-44.799230509909904
-23.12568875675672,-44.7902215009009
-23.12568875675672,-44.78121249189189
-23.12568875675672,-44.77220348288289
-23.12568875675672,-44.76319447387388
-23.12568875675672,-44.754185464864875
-23.12568875675672,-44.74517645585587
-23.12568875675672,-44.73616744684686
-23.12568875675672,-44.72715843783786
-23.12568875675672,-44.71814942882885
-23.12568875675672,-44.709140419819846
-23.12568875675672,-44.70013141081084
-23.12568875675672,-44.691122401801834
-23.12568875675672,-44.303735014414585
-23.12568875675672,-44.26769897837856
-23.12568875675672,-44.258689969369556
-23.12568875675672,-44.24968096036055
-23.12568875675672,-44.240671951351544
-23.12568875675672,-44.23166294234254
-23.12568875675672,-44.22265393333353
-23.12568875675672,-44.21364492432453
-23.12568875675672,-44.20463591531552
-23.12568875675672,-44.195626906306515
-23.12568875675672,-44.18661789729751
-23.12568875675672,-44.1776088882885
-23.12568875675672,-44.150581861261486
-23.12568875675672,-44.14157285225248
-23.12568875675672,-44.132563843243474
-23.11667974774771,-44.80823951891891
-23.11667974774771,-44.799230509909904
-23.11667974774771,-44.7902215009009
-23.11667974774771,-44.78121249189189
-23.11667974774771,-44.77220348288289
-23.11667974774771,-44.76319447387388
-23.11667974774771,-44.754185464864875
-23.11667974774771,-44.74517645585587
-23.11667974774771,-44.73616744684686
-23.11667974774771,-44.72715843783786
-23.11667974774771,-44.71814942882885
-23.11667974774771,-44.709140419819846
-23.11667974774771,-44.70013141081084
-23.11667974774771,-44.29472600540558
-23.11667974774771,-44.26769897837856
-23.11667974774771,-44.258689969369556
-23.11667974774771,-44.24968096036055
-23.11667974774771,-44.240671951351544
-23.11667974774771,-44.23166294234254
-23.11667974774771,-44.22265393333353
-23.11667974774771,-44.21364492432453
-23.11667974774771,-44.20463591531552
-23.1076707387387,-44.80823951891891
-23.1076707387387,-44.799230509909904
-23.1076707387387,-44.7902215009009
-23.1076707387387,-44.78121249189189
-23.1076707387387,-44.77220348288289
-23.1076707387387,-44.76319447387388
-23.1076707387387,-44.754185464864875
-23.1076707387387,-44.74517645585587
-23.1076707387387,-44.73616744684686
-23.1076707387387,-44.72715843783786
-23.1076707387387,-44.71814942882885
-23.1076707387387,-44.709140419819846
-23.1076707387387,-44.70013141081084
-23.1076707387387,-44.240671951351544
